,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
160,Gigante de limpeza urbana do país negocia delatar corruptos,,Brasil ,"19 Jul 2020, 10h39",Veja,https://veja.abril.com.br/blog/radar/maior-empresa-de-limpeza-urbana-do-pais-negocia-delatar-corruptos/,1,0.8195773713814157,0.18042262861858427
161,E se a locomotiva para? (por Gaudêncio Torquato),"Alguém terá de pagar a conta, enquanto a população empobrece em razão da pandemia ",None,"19 Jul 2020, 10h00",Veja,https://veja.abril.com.br/blog/noblat/e-se-a-locomotiva-para-por-gaudencio-torquato/,1,0.5983730642011168,0.4016269357988832
162,Incêndio na Catedral de Nantes destruiu vidraças e órgão do século XV,O fogo no endereço francês já foi controlado,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/incendio-na-catedral-de-nantes-destruiu-vidracas-e-orgao-do-seculo-xv/,1,0.8195773713814157,0.18042262861858427
163,Proposta indecente (por Mary Zaidan),Bolsonaro tenta culpar a Covid ,None,"19 Jul 2020, 09h00",Veja,https://veja.abril.com.br/blog/noblat/proposta-indecente-por-mary-zaidan/,1,0.5983730642011168,0.4016269357988832
164,Sinal vermelho no Distrito Federal com o aumento de casos de Covid-19,A arriscada aposta do governador Ibaneis Rocha ,None,"19 Jul 2020, 08h00",Veja,https://veja.abril.com.br/blog/noblat/sinal-vermelho-no-distrito-federal-com-o-aumento-de-casos-do-covid-19/,1,0.6630201846944855,0.33697981530551446
165,A violência nas democracias constitucionais,"Ensaísta Davi Lago afirma que, com o vácuo de lideranças públicas conciliadoras, o debate público brasileiro ficou refém de violências gratuitas",Brasil ,"19 Jul 2020, 07h33",Veja,https://veja.abril.com.br/blog/matheus-leitao/a-violencia-nas-democracias-constitucionais/,1,0.7564443983762196,0.24355560162378043
166,Frase do dia,Marcia Tiburi,None,"19 Jul 2020, 07h00",Veja,https://veja.abril.com.br/blog/noblat/frase-do-dia-901/,1,0.8577403035085438,0.1422596964914562
167,Charge do Amarildo,Humor ,None,"19 Jul 2020, 06h00",Veja,https://veja.abril.com.br/blog/noblat/charge-do-amarildo-705/,1,0.8195773713814157,0.18042262861858427
168,Coronavírus: Santa Catarina adota medidas restritivas em sete regiões,O transporte coletivo urbano municipal e intermunicipal de passageiros estará suspenso por 14 dias a partir de segunda em sete regiões do estado,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/coronavirus-santa-catarina-adota-medidas-restritivas-em-sete-regioes/,1,0.5983730642011168,0.4016269357988832
169,Bolsonaro defende imposto sobre transações e nega comparação com CPMF,"Segundo o presidente, a proposta de Paulo Guedes visa desonerar a folha de pagamento",Política ,No date related,Veja,https://veja.abril.com.br/politica/bolsonaro-defende-imposto-sobre-transacoes-e-nega-comparacao-com-cpmf/,1,0.7794767007043918,0.2205232992956082
170,Cacique Raoni é transferido para UTI após piora no estado de saúde,Líder indígena está internado desde a última quinta-feira ,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/cacique-raoni-e-transferido-para-uti-apos-piora-no-estado-de-saude/,1,0.5983730642011168,0.4016269357988832
171,"‘Não cometi crime algum’, diz Damares sobre denúncia do STF",Ministra dos Direitos Humanos se pronunciou sobre notícia-crime baseada em declaração polêmica feita durante reunião ministerial,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/nao-cometi-crime-algum-diz-damares-sobre-denuncia-do-stf/,0,0.40757161314652385,0.5924283868534761
172,"“Boca a Boca”: esta, sim, é que é a estreia da semana na Netflix","Criada pelo paulista Esmir Filho, a minissérie intriga e eletriza com um terror que brota da normalidade",Entretenimento ,"18 Jul 2020, 18h51",Veja,https://veja.abril.com.br/blog/isabela-boscov/boca-a-boca/,1,0.6299669285754239,0.3700330714245761
173,Covid-19: Por que o Centro-Oeste foi a última região afetada pelo vírus?,O cenário pode ser explicado pela dimensão geográfica do país e pela sazonalidade da transmissão dos vírus respiratórios,Saúde ,No date related,Veja,https://veja.abril.com.br/saude/covid-19-por-que-o-centro-oeste-foi-a-ultima-regiao-afetada-pelo-virus/,0,0.32850667211993767,0.6714933278800623
174,Indiano Tata Group vai produzir etanol de celulose no Brasil,,Economia ,"18 Jul 2020, 18h10",Veja,https://veja.abril.com.br/blog/radar/indiano-tata-group-vai-produzir-etanol-de-celulose-no-brasil/,1,0.5983730642011168,0.4016269357988832
175,Sobe para dez o número de mortos de intoxicação por cervejas Backer,"Marco Aurélio Gonçalves Cotta, de 65 anos, estava internado há mais de seis meses, e em coma há 40 dias",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/sobe-para-dez-o-numero-de-mortos-de-intoxicacao-por-cervejas-backer/,0,0.492585283813476,0.507414716186524
176,Bolsonaro decide escalar novamente um médico para comandar a Saúde,,Brasil ,"18 Jul 2020, 16h31",Veja,https://veja.abril.com.br/blog/radar/bolsonaro-decide-escalar-novamente-um-medico-para-comandar-a-saude/,1,0.566961198628316,0.43303880137168405
177,Patinadora olímpica de 20 anos morre ao cair da janela,"O caso da australiana de origem russa Ekaterina Alexandrovskaya, campeã mundial de patinação artística em 2017, está sendo investigado pela polícia ",Esporte ,No date related,Veja,https://veja.abril.com.br/esporte/patinadora-olimpica-de-20-anos-morre-ao-cair-da-janela/,1,0.6392542220205494,0.3607457779794506
178,Nuvem de gafanhotos volta a preocupar agricultores brasileiros,"Com as temperaturas mais altas, a expectativa é de que ela possa chegar ao Rio Grande do Sul até a próxima quarta-feira, 22",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/nuvem-de-gafanhotos-volta-a-preocupar-agricultores-brasileiros/,1,0.5983730642011168,0.4016269357988832
179,Casa Civil autoriza nomeação de filha de Braga Netto para cargo na ANS,,Brasil ,"18 Jul 2020, 16h05",Veja,https://veja.abril.com.br/blog/radar/casa-civil-autoriza-nomeacao-de-filha-de-braga-netto-para-cargo-na-ans/,1,0.5983730642011168,0.4016269357988832
180,Pontos turísticos do Rio de Janeiro voltam a funcionar em agosto,"Embora já estejam liberadas, atrações como o Pão de Açúcar e o Corcovado optaram por só retomar as atividades, com mais segurança, no próximo mês ",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/pontos-turisticos-do-rio-de-janeiro-voltam-a-funcionar-em-agosto/,1,0.8195773713814157,0.18042262861858427
181,"Líder indígena, cacique Raoni está internado em hospital em Mato Grosso","Seu estado é considerado estável, mas ainda não há previsão de alta",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/lider-indigena-cacique-raoni-esta-internado-em-hospital-no-mato-grosso/,1,0.6228319893588427,0.37716801064115735
182,Pandemia faz São Paulo adiar uma das principais obras da gestão Doria,,Economia ,"18 Jul 2020, 14h30",Veja,https://veja.abril.com.br/blog/radar/pandemia-faz-sao-paulo-adiar-uma-das-principais-obras-da-gestao-doria/,1,0.9304241779348291,0.06957582206517088
183,"Incêndio, apontado como criminoso, atinge Catedral de Nantes, na França","Promotoria da cidade, no oeste do país, vai investigar a origem do fogo que destruiu vitrais e um órgão na igreja construída entre os séculos XV e XVI ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/incendio-apontado-como-criminoso-atinge-a-catedral-de-nantes-na-franca/,1,0.5983730642011168,0.4016269357988832
184,Os outros alvos da delação do ex-secretário de Saúde do Rio,,Política ,"18 Jul 2020, 12h30",Veja,https://veja.abril.com.br/blog/radar/os-outros-alvos-da-delacao-do-ex-secretario-de-saude-do-rio/,1,0.7562965240223036,0.24370347597769637
185,Donald Trump bate boca com apresentador da rede conservadora Fox News,"Presidente se irritou ao ser questionado sobre uma declaração falsa que havia feito contra Joe Biden, que deverá enfrentá-lo na eleição deste ano",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/donald-trump-bate-boca-com-apresentador-da-fox-news/,1,0.8495412438232033,0.15045875617679672
186,Duelo entre Gilmar e Bolsonaro: guerra ou bandeira branca?(Por Juan Arias),"O ideal para o Brasil hoje é dar à política o que é da política, e ao Exército o que é do Exército ",None,"18 Jul 2020, 12h00",Veja,https://veja.abril.com.br/blog/noblat/duelo-entre-gilmar-e-bolsonaro-guerra-ou-bandeira-brancapor-juan-arias/,1,0.5983730642011168,0.4016269357988832
187,O mistério da bala que matou  Marielle Franco continua,Ministério Público Federal quer saber por que munição destinada à  Polícia Federal foi parar nas mãos de executores da vereadora do Rio,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/o-misterio-da-bala-que-matou-marielle-franco-continua/,1,0.5983730642011168,0.4016269357988832
188,PCC volta a ameaçar promotor de morte em bilhete encontrado com preso,"Detento foi interceptado antes de se reunir com advogado. Facção também ordenava o assassinato de Roberto Medina, coordenador de unidades prisionais",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/pcc-volta-a-ameacar-promotor-de-morte-em-bilhete-encontrado-com-preso/,1,0.8495412438232033,0.15045875617679672
189,Ferroada de Gilmar: Farda vai pra cima da Toga (por Vitor Hugo Soares),O conflito,None,"18 Jul 2020, 11h00",Veja,https://veja.abril.com.br/blog/noblat/ferroada-de-gilmar-farda-vai-pra-cima-da-toga-por-vitor-hugo-soares/,1,0.9623447089687216,0.037655291031278404
190,Ídolos do esporte brasileiro comemoram os 70 anos de Galvão Bueno,,Entretenimento ,"18 Jul 2020, 10h34",Veja,https://veja.abril.com.br/blog/radar/idolos-do-esporte-brasileiro-comemoram-os-70-anos-de-galvao-bueno/,1,0.7952347038239356,0.20476529617606443
191,Entrevista: Jungmann fala sobre militares e controle da PF,"Coalizão na política esgotou-se, tornou-se de colisão ",None,"18 Jul 2020, 10h00",Veja,https://veja.abril.com.br/blog/noblat/entrevista-jungmann-fala-sobre-militares-e-controle-da-pf/,1,0.5983730642011168,0.4016269357988832
192,"Morre John Lewis, ícone da luta pelos direitos civis nos Estados Unidos","Congressista por 17 mandatos, ele era o último ativista vivo entre os que discursaram ao lado de Martin Luther King na Marcha Sobre Washington ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/morre-john-lewis-icone-da-luta-pelos-direitos-civis-nos-estados-unidos/,1,0.5983730642011168,0.4016269357988832
193,Dever de casa para o fim de semana do general Pazuello,O que foi o AI-5 ,None,"18 Jul 2020, 09h00",Veja,https://veja.abril.com.br/blog/noblat/dever-de-casa-para-o-fim-de-semana-do-general-pazuello/,1,0.8346894755494328,0.16531052445056715
194,"Um governo, o de Bolsonaro, cada vez mais militarizado",Nunca antes na história democrática deste país... ,None,"18 Jul 2020, 08h00",Veja,https://veja.abril.com.br/blog/noblat/um-governo-o-de-bolsonaro-cada-vez-mais-militarizado/,1,0.8575643115608778,0.14243568843912224
195,"Guiana luta para decidir o presidente, enquanto sonha em se tornar rica",Estados Unidos impõem sanções a membros do governo que se recusam a aceitar resultado das eleições; petróleo dá importância geopolítica ao país,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/guiana-luta-para-decidir-o-presidente-enquanto-sonha-em-se-tornar-rica/,1,0.5983730642011168,0.4016269357988832
196,Frase do dia,Lula ,Brasil ,"18 Jul 2020, 07h00",Veja,https://veja.abril.com.br/blog/noblat/frase-do-dia-900/,1,0.8577403035085438,0.1422596964914562
197,Charge do Amarildo,Humor ,None,"18 Jul 2020, 06h00",Veja,https://veja.abril.com.br/blog/noblat/charge-do-amarildo-704/,1,0.8195773713814157,0.18042262861858427
198,DF: Ibama resgata 32 serpentes e aplica mais de R$ 300 mil em multas,"Autoridades descobriram rede de criação ilegal. Além das cobras, outros animais também foram localizados, como tubarões e lagartos",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/df-ibama-resgata-32-serpentes-e-aplica-mais-de-r-300-mil-em-multas/,1,0.5507536339210772,0.44924636607892277
199,Sete capitais registram queda na curva de casos e mortes por coronavírus,"Segundo o Ministério da Saúde, país acumula 2.046.328 de infectados pela doença e 77.851 mortes; nas últimas 24 horas, foram 1.163 mortos e 34.177 casos",Saúde ,No date related,Veja,https://veja.abril.com.br/videos/giro-veja/sete-capitais-registram-queda-na-curva-de-casos-e-mortes-por-coronavirus/,1,0.5983730642011168,0.4016269357988832
0,"Ensaios britânico e chinês entram em teste no Brasil: afinal, o que falta para termos a vacina?",None,Parceiros,21/07/2020 17h26,UOL,https://dialogosdosul.operamundi.uol.com.br/saude/65812/ensaios-britanico-e-chines-entram-em-teste-no-brasil-afinal-o-que-falta-para-termos-a-vacina,1,0.5983730642011168,0.4016269357988832
1,"Relações políticas de preso pela PF incluem Lula, Doria, Alckmin e suplente de Flávio Bolsonaro",None,Brasil,21/07/2020 17h22,UOL,https://www1.folha.uol.com.br/poder/2020/07/relacoes-politicas-de-preso-pela-pf-incluem-lula-doria-alckmin-e-suplente-de-flavio-bolsonaro.shtml,1,0.5983730642011168,0.4016269357988832
2,S&P 500 encerra em leve alta com ações cíclicas em meio a esperanças de estímulos,"
              Por Stephen Culp",Economia,21/07/2020 17h19,UOL,https://economia.uol.com.br/noticias/reuters/2020/07/21/sp-500-encerra-em-leve-alta-com-acoes-ciclicas-em-meio-a-esperancas-de-estimulos.htm,1,0.8177802133844854,0.18221978661551463
3,Julho amarelo alerta para prevenção das hepatites,A Sesa (Secretaria de Estado da Saúde) reforça durante todo o mês de julho as ações de prevenção e atenção … ,Parceiros,21/07/2020 17h19,UOL,https://paranaportal.uol.com.br/cidades/julho-amarelo-alerta-para-prevencao-das-hepatites/,1,0.5983730642011168,0.4016269357988832
4,"Pessimismo dos empresários começa a cair, diz FecomercioSP","O pessimismo dos empresários começa a cair, segundo nova pesquisa da FecomercioSP. O índice de confiança da...",Economia,21/07/2020 17h18,UOL,https://www1.folha.uol.com.br/colunas/painelsa/2020/07/pessimismo-dos-empresarios-comeca-a-cair-diz-fecomerciosp.shtml,0,0.3051267414301446,0.6948732585698554
5,"Pessimismo dos empresários começa a cair, diz FecomercioSP",None,Mercado,21/07/2020 17h18,UOL,https://www1.folha.uol.com.br/colunas/painelsa/2020/07/pessimismo-dos-empresarios-comeca-a-cair-diz-fecomerciosp.shtml,0,0.3051267414301446,0.6948732585698554
6,Trump muda discurso e diz que usar máscara é 'patriótico',None,Parceiros,21/07/2020 17h15,UOL,https://operamundi.uol.com.br/coronavirus/65809/trump-muda-discurso-e-diz-que-usar-mascara-e-patriotico,0,0.024294612890651737,0.9757053871093483
7,Curso de blockchain para brasileiros será ministrado por Don Tapscott,None,Economia,21/07/2020 17h14,UOL,https://portaldobitcoin.uol.com.br/curso-de-blockchain-para-brasileiros-sera-ministrado-por-don-tapscott/,1,0.5983730642011168,0.4016269357988832
8,Moderna e Merck dizem que pretendem lucrar com vacinas contra coronavírus,"
              Por Manas Mishra",Agências,21/07/2020 17h13,UOL,https://noticias.uol.com.br/ultimas-noticias/reuters/2020/07/21/moderna-e-merck-dizem-que-pretendem-lucrar-com-vacinas-contra-coronavirus.htm,1,0.8495412438232033,0.15045875617679672
9,Dólar tem maior queda em 6 semanas com exterior positivo e reformas locais,"SÃO PAULO (Reuters) - O dólar sofreu a maior queda em seis semanas nesta terça-feira, com o real liderando os...",Agências,21/07/2020 17h13,UOL,https://noticias.uol.com.br/ultimas-noticias/reuters/2020/07/21/dolar-tem-maior-queda-em-6-semanas-com-exterior-positivo-e-reformas-locais.htm,1,0.6358562474034913,0.36414375259650866
